央视频道,#genre#
AXN,http://211.23.114.106:8558/http/116.50.42.19:8081/hls/71/813/ch43.m3u8#http://66.90.88.132:8080/hls/ph00236/index.m3u8#http://50.7.61.148:30080/Entry/axn#http://50.7.61.148:30080/Entry/axn#rtmp://45.92.126.114/channel/61322915c6f62a25d2da21de?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH#rtmp://45.88.148.114/channel/61322a00c6f62a25d2da21e4?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH#rtmp://104.149.188.82/channel/6162d0c6295d84395baff01b?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH
FOX MOVIES,http://211.23.114.106:8560/http/116.50.42.19:8081/hls/62/804/ch08.m3u8#http://66.90.88.132:8080/hls/ph00238/index.m3u8#rtmp://104.149.130.142/channel/60b4e50239e1b02e8b910ca0?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH#rtmp://45.88.148.114/channel/61322ac7c6f62a25d2da21ea?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH#rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910ca8#rtmp://45.92.126.226/channel/60b4e50239e1b02e8b910ca8?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH#rtmp://104.149.186.246/channel/6162c3f2295d84395bafd642?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH#rtmp://104.149.184.98/channel/6162c327295d84395bafd4da?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH


NewTV,#genre#
精品大剧,http://111.40.196.9/PLTV/88888888/224/3221225612/index.m3u8#http://39.134.135.126/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226331/1.m3u8
爱情喜剧,http://111.40.196.9/PLTV/88888888/224/3221225616/index.m3u8#http://111.40.196.9/PLTV/88888888/224/3221225624/index.m3u8
IPTV古装剧场,http://58.20.64.92:9999/tsfile/live/1044_1.m3u8
超级电视剧,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/1.m3u8#http://39.134.67.55:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/1.m3u8#http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/1.m3u8
超级综艺,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/1.m3u8#,http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/1.m3u8
潮妈辣婆,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/1.m3u8#http://39.135.137.15:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/1.m3u8
明星大片,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/1.m3u8#http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/1.m3u8
古装剧场,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/1.m3u8#http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/1.m3u8
欢乐剧场,http://39.135.137.15:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/1.m3u8#http://39.135.137.24:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/1.m3u8#http://39.135.137.32:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/1.m3u8
家庭剧场,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/1.m3u8#http://39.134.67.55:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/1.m3u8#http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/1.m3u8
悬疑剧场,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/1.m3u8#http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/1.m3u8
军旅剧场,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/1.m3u8#http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/1.m3u8
金牌综艺,http://39.135.137.32:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/1.m3u8#http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/1.m3u8#http://39.135.137.38:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/1.m3u8
精品大剧,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/1.m3u8#http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/1.m3u8#http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/1.m3u8
精品记录,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8#http://39.134.67.55:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8
军事评论,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/1.m3u8#http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/1.m3u8
黑莓动画,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/1.m3u8#http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/1.m3u8
芒果TV直播,http://117.148.179.160/PLTV/88888888/224/3221231276/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231301/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231310/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231273/index.m3u8
旋舞未来,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/1.m3u8

iHOT,#genre#
求索科学iHOT,http://39.134.134.85/000000001000/6000000002000032344/1.m3u8#http://66.90.88.132:8080/hls/ph00239/index.m3u8
求索纪录,http://39.134.134.85/000000001000/6000000002000032052/1.m3u8
求索生活,http://39.134.134.85/000000001000/6000000002000003382/1.m3u8
求索动物,http://39.134.134.85/000000001000/6000000002000010046/1.m3u8
爱院线,http://39.134.134.85/000000001000/6000000006000030630/1.m3u8
爱科幻,http://39.134.134.85/000000001000/6000000006000020630/1.m3u8
爱喜剧,http://39.134.134.85/000000001000/6000000006000010630/1.m3u8
爱都市,http://39.134.134.85/000000001000/6000000006000080630/1.m3u8
爱家庭,http://39.134.134.85/000000001000/6000000006000090630/1.m3u8
爱青春,http://39.134.134.85/000000001000/6000000006000100630/1.m3u8
爱江湖,http://39.134.134.85/000000001000/6000000006000110630/1.m3u8
爱浪漫,http://39.134.134.85/000000001000/6000000006000040630/1.m3u8
爱悬疑,http://39.134.134.85/000000001000/6000000006000050630/1.m3u8#http://117.148.179.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230098/index.m3u8
爱玩具,http://39.134.134.85/000000001000/6000000006000220630/1.m3u8
爱电竞,http://39.134.134.85/000000001000/6000000006000230630/1.m3u8
爱赛车,http://39.134.134.85/000000001000/6000000006000240630/1.m3u8#http://117.148.179.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230032/index.m3u8
爱旅行,http://39.134.134.85/000000001000/6000000006000250630/1.m3u8#http://117.148.179.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230052/index.m3u8
爱怀旧,http://39.134.134.85/000000001000/6000000006000260630/1.m3u8
爱奇谈,http://39.134.134.85/000000001000/6000000006000270630/1.m3u8
爱动漫,http://39.134.134.85/000000001000/6000000006000280630/1.m3u8
爱体育,http://39.134.134.85/000000001000/6000000006000290630/1.m3u8#http://117.148.179.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230034/index.m3u8
爱探索,http://39.134.134.85/000000001000/6000000006000300630/1.m3u8#http://117.148.179.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230112/index.m3u8
爱经典,http://39.134.134.85/000000001000/6000000006000060630/1.m3u8#http://117.148.179.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230101/index.m3u8
爱谍战,http://39.134.134.85/000000001000/6000000006000070630/1.m3u8#http://117.148.179.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230092/index.m3u8
爱美食,http://39.134.134.85/000000001000/6000000006000120630/1.m3u8#http://117.148.179.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230115/index.m3u8
爱娱乐,http://39.134.134.85/000000001000/6000000006000130630/1.m3u8
爱时尚,http://39.134.134.85/000000001000/6000000006000140630/1.m3u8#http://117.148.179.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230109/index.m3u8
爱历史,http://39.134.134.85/000000001000/6000000006000150630/1.m3u8#http://117.148.179.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230100/index.m3u8
爱科学,http://39.134.134.85/000000001000/6000000006000160630/1.m3u8
爱军武,http://39.134.134.85/000000001000/6000000006000170630/1.m3u8
爱幼教,http://39.134.134.85/000000001000/6000000006000180630/1.m3u8
爱猎奇,http://39.134.134.85/000000001000/6000000006000190630/1.m3u8
爱解密,http://39.134.134.85/000000001000/6000000006000200630/1.m3u8
爱世界,http://39.134.134.85/000000001000/6000000006000210630/1.m3u8

CIBN,#genre#
综合CIBN,http://211.94.219.178:18080/PLTV/68/224/3221226420/index.m3u8
经典剧场,http://211.94.219.178:18080/PLTV/68/224/3221226402/index.m3u8#http://117.148.179.176/PLTV/88888888/224/3221231595/index.m3u8
古装剧场,http://211.94.219.178:18080/PLTV/68/224/3221226400/index.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231625/index.m3u8
骄阳剧场,http://117.148.179.165/PLTV/88888888/224/3221231745/index.m3u8#http://211.94.219.178:18080/PLTV/68/224/3221226423/index.m3u8
微电影,http://211.94.219.178:18080/PLTV/68/224/3221226441/index.m3u8#http://117.148.179.157/PLTV/88888888/224/3221231586/index.m3u8
纪录片,http://211.94.219.178:18080/PLTV/68/224/3221226437/index.m3u8#http://117.148.179.154/PLTV/88888888/224/3221231594/index.m3u8
流金岁月,http://211.94.219.178:18080/PLTV/68/224/3221226425/index.m3u8#http://117.148.179.158/PLTV/88888888/224/3221231664/index.m3u8
时尚生活,http://117.148.179.183/PLTV/88888888/224/3221231489/index.m3u8
风尚运动,http://211.94.219.178:18080/PLTV/68/224/3221226429/index.m3u8
真人秀,http://211.94.219.178:18080/PLTV/68/224/3221226416/index.m3u8
动画乐园,http://211.94.219.178:18080/PLTV/68/224/3221226406/index.m3u8
SiTV全纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226580/index.m3u8
SiTV极速汽车,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226574/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226583/index.m3u8
SiTV游戏风云,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226579/index.m3u8
SiTV都市剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226581/index.m3u8

MIGU电影轮播,#genre#
军旅剧场,http://117.148.179.134/PLTV/88888888/224/3221231585/index.m3u8
喜剧联盟,http://117.148.179.134/PLTV/88888888/224/3221231621/index.m3u8
TVB剧场,http://117.148.179.134/PLTV/88888888/224/3221231733/index.m3u8
金庸频道,http://117.148.179.134/PLTV/88888888/224/3221231477/index.m3u8
新片放映厅,http://117.148.179.134/PLTV/88888888/224/3221231640/index.m3u8
高分影院,http://117.148.179.134/PLTV/88888888/224/3221231699/index.m3u8
古天乐影院,http://117.148.179.134/PLTV/88888888/224/3221231645/index.m3u8
成龙作品集,http://117.148.179.134/PLTV/88888888/224/3221231687/index.m3u8
郭富城影院,http://117.148.179.134/PLTV/88888888/224/3221231688/index.m3u8
张国荣影院,http://117.148.179.134/PLTV/88888888/224/3221231790/index.m3u8
云上电影,http://117.148.179.134/PLTV/88888888/224/3221231565/index.m3u8
每日科幻电影,http://117.148.179.134/PLTV/88888888/224/3221231568/index.m3u8
4K剧场,http://117.148.179.134/PLTV/88888888/224/3221231624/index.m3u8
午夜失眠剧场,http://117.148.179.134/PLTV/88888888/224/3221231516/index.m3u8
怀旧老片,http://117.148.179.134/PLTV/88888888/224/3221231513/index.m3u8
周星驰影院,http://117.148.179.134/PLTV/88888888/224/3221231562/index.m3u8
吴京作品集,http://117.148.179.134/PLTV/88888888/224/3221231564/index.m3u8
周润发影院,http://117.148.179.134/PLTV/88888888/224/3221231709/index.m3u8
葛优作品集,http://117.148.179.134/PLTV/88888888/224/3221231754/index.m3u8
刘德华影院,http://117.148.179.134/PLTV/88888888/224/3221231757/index.m3u8
僵尸剧场,http://117.148.179.134/PLTV/88888888/224/3221231742/index.m3u8
刘亦菲影视展播,http://117.148.179.134/PLTV/88888888/224/3221231787/index.m3u8
盗墓方法论,http://117.148.179.134/PLTV/88888888/224/3221231652/index.m3u8
试胆大会,http://117.148.179.134/PLTV/88888888/224/3221231672/index.m3u8
高能烧脑时刻,http://117.148.179.134/PLTV/88888888/224/3221231504/index.m3u8
杨幂作品集,http://117.148.179.134/PLTV/88888888/224/3221231556/index.m3u8
文艺娱乐,http://117.148.179.134/PLTV/88888888/224/3221231570/index.m3u8

港澳台,#genre#
凤凰中文,http://ott.js.chinamobile.com/TVOD/3/224/3221228057/index.m3u8#http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8#http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8$JS1080P#http://223.110.245.138/PLTV/3/224/3221226922/index.m3u8
凤凰资讯,http://ott.js.chinamobile.com/TVOD/3/224/3221228098/index.m3u8#http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8#http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8#http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8$JS1080P#http://117.169.124.37:6610/ysten-businessmobile/live/fhzixun/1.m3u8
凤凰香港,http://ott.js.chinamobile.com/TVOD/3/224/3221228060/index.m3u8#http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8#http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8#http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8?icpid=88888888&from=0&hms_devid=3804#http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8#http://223.110.245.136/ott.js.chinamobile.com/PLTV/3/224/3221226975/index.m3u8
凤凰电影台,http://v.mp.haue.edu.cn/hls/fhdy.m3u8

无线新闻 FHD,https://cdn.hkdtmb.com/hls/83/index.m3u8#http://cdn.hkdtmb.com/hls/83/index.m3u8
无线财经资讯台 FHD,https://cdn.hkdtmb.com/hls/85/index.m3u8

星空卫视,http://iptv.tvfix.org/hls/startv.m3u8#http://v.mp.haue.edu.cn/hls/startv.m3u8
翡翠台 FHD,https://cdn.hkdtmb.com/hls/81/index.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=&Provider_id=&Fsv_chan_hls_se_idx=188
J2 FHD,https://cdn.hkdtmb.com/hls/82/index.m3u8
VIU TV FHD,https://cdn.hkdtmb.com/hls/99/index.m3u8
香港国际财经 FHD,https://cdn.hkdtmb.com/hls/76/index.m3u8
RTHK31 FHD,https://cdn.hkdtmb.com/hls/31/index.m3u8
RTHK32 FHD,https://cdn.hkdtmb.com/hls/32/index.m3u8
RTHK33 FHD,https://cdn.hkdtmb.com/hls/33/index.m3u8
Now直播台 HD,https://api.leonardpark.dev/live/now/331
香港卫视文旅,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8
C+频道,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/03.m3u8
亚美卫视,http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
TVB明珠台HD,https://cdn.hkdtmb.com/hls/84/index.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1#http://116.199.5.52:8114/00000000/index.m3u8?Fsv_chan_hls_se_idx=12&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=&Provider_id=&Fsv_chan_hls_se_idx=12


澳门卫视,http://61.244.22.4/ch3/ch3.live/chunklist_w415594313.m3u8#http://61.244.22.4/ch3/ch3.live/index.m3u8#http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳视澳门,http://61.244.22.4/ch1/ch1.live/playelist.m3u8#http://202.175.127.77/live/show/ch1/index.m3u8
澳门资讯,http://61.244.22.5/ch5/info_ch5.live/master.m3u8#http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳门莲花,http://nettvpro.live/hls/lotustv.php#http://anren.live/HK/BiIOU11uLA.m3u8
港台電視新聞直播,http://rthkcnews-lh.akamaihd.net:80/i/rthknews_1@312607/index_190000011_av-p.m3u8#https://rthkcnews-lh.akamaihd.net/i/rthknews_1@312607/index_190000011_av-b.m3u8
耀才财经台,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
创世电视,https://cdn.deepcore.online/hlsme/ctv_hk.m3u8
澳门有线互动新闻,http://202.175.127.77/live/show/ch2/index.m3u8
澳门有线 CH2,http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳门有线 CH3,http://61.244.22.4/ch3/ch3.live/playelist.m3u8#http://202.175.127.77/live/show/ch3/index.m3u8
澳视澳门台,http://61.244.22.4/ch1/ch1.live/index.m3u8
澳视卫星HD,http://61.244.22.4/ch3/ch3.live/index.m3u8
澳门微电影HD,http://61.244.22.4/ch3/ch3.live/chunklist_w1228316132.m3u8

原住民电视,http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8
中视新闻,http://seb.sason.top/sc/zsxw_fhd.m3u8
台视新闻台,http://seb.sason.top/sc/tsxw_fhd.m3u8
民视新闻台,http://seb.sason.top/sc/msxw_fhd.m3u8
中天新闻,http://seb.sason.top/sc/ztxw_fhd.m3u8
momo综合台,http://58.99.33.16:1935/liveedge17/live_075_3.stream/chunklist.m3u8
三立Live新闻,http://seb.sason.top/sc/sllive_fhd.m3u8
三立iNews,http://seb.sason.top/sc/slinews_fhd.m3u8
三立台湾,https://setlive-lh.akamaihd.net/i/settaiwan_1@301196/index_1080_av-b.m3u8?sd=10&rebase=on
三立都会,https://setlive-lh.akamaihd.net/i/setmetro_1@132201/index_1080_av-b.m3u8?sd=10&rebase=on
东森新闻台,http://seb.sason.top/sc/dsxw_fhd.m3u8
东森财经新闻台,http://seb.sason.top/sc/dscjxw_fhd.m3u8
大立电视台,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
TVBS新闻台 HD,http://seb.sason.top/sc/tvbsxw_fhd.m3u8
博斯运动2,http://58.99.33.16:1935/liveedge17/live_244_3.stream/chunklist.m3u8
智林体育台,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8

凤凰中文,http://ott.js.chinamobile.com/TVOD/3/224/3221228057/index.m3u8#http://v.mp.haue.edu.cn/hls/fhzw.m3u8#http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8#http://iptv.tvfix.org/hls/fhzw.m3u8#http://66.90.88.132:8080/hls/ph00451/index.m3u8#http://223.110.245.139/PLTV/3/224/3221226922/index.m3u8#http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8#http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/fhchinese/1.m3u8#http://117.169.124.43:6610/ysten-businessmobile/live/fhchinese/index.m3u8#http://223.110.245.136/PLTV/3/224/3221226923/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/fhchinese/1.m3u8#http://117.169.124.43:6610/ysten-businessmobile/live/fhchinese/index.m3u8#http://117.148.179.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228608/index.m3u8#http://111.13.42.8/PLTV/88888888/224/3221225942/1.m3u8#http://111.13.42.8/PLTV/88888888/224/3221225948/1.m3u8#rtmp://45.88.148.178/channel/60c2f331961593122ebaf8c7?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH#http://zb.ios.ifeng.com/live/05QGDA0CIRK/index.m3u8#http://host496323.us.ooqr.com/pltv/gdgz.php?id=37&upt=63a44f4ef2f3c6ce#http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8
凤凰资讯,http://ott.js.chinamobile.com/TVOD/3/224/3221228098/index.m3u8#http://v.mp.haue.edu.cn/hls/fhzx.m3u8#http://66.90.88.132:8080/hls/ph00452/index.m3u8#http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8#http://ott.js.chinamobile.com/TVOD/3/224/3221228098/index.m3u8#http://iptv.tvfix.org/hls/fhzx.m3u8#http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8#http://zb.ios.ifeng.com/live/05QGCOB3T34/index.m3u8#http://117.169.124.43:6610/ysten-businessmobile/live/fhzixun/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/fhzixun/1.m3u8#http://117.148.179.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228597/index.m3u8#http://111.13.42.10/PLTV/88888888/224/3221225949/1.m3u8#http://anan.jxin122.top/cj.php?id=99&p=0&c=3&key=ced06b227baa54c961d63cc2c09dbc52#http://host496323.us.ooqr.com/pltv/gdgz.php?id=36&upt=63a44f4ef2f3c6ce#rtmp://45.88.148.178/channel/60c2f46e961593122ebaf8cb?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH
凤凰香港,http://ott.js.chinamobile.com/TVOD/3/224/3221228060/index.m3u8#http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8#http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8#http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8#http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8#http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8#http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8#http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8?icpid=88888888&from=0&hms_devid=3804#http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8#http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8?icpid=88888888&from=0&hms_devid=38044364#http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8$JS1080P#http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8#http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8#http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8?icpid=88888888&from=0&hms_devid=3804#http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8#http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8?icpid=88888888&from=0&hms_devid=38044364#http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8#http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8#http://66.90.88.132:8080/hls/ph00453/index.m3u8#rtmp://45.88.148.178/channel/60c2f428961593122ebaf8c9?sign=epgg4bkSF4hx%2BZ5WNsuYKsEpljb%2FpPGYAqq21iv2vQJp%2B%2B%2FBLThgPxbdMeXbUy1XfWEH
